user_id,day_type,transport_mode,distance_km,electricity_kwh,renewable_usage_pct,food_type,screen_time_hours,waste_generated_kg,eco_actions,carbon_footprint_kg,carbon_impact_level
183,Weekend,Bus,3.83,7.19,0,Non-Veg,6.4,0.48,2,11.48,High
183,Weekend,Walk,10.48,4.93,25,Mixed,9.0,0.76,1,7.04,Medium
183,Weekend,Walk,11.45,5.02,50,Mixed,7.5,0.37,2,5.2,Low
184,Weekday,EV,15.43,8.45,25,Veg,2.4,0.66,2,7.81,Medium
184,Weekend,EV,0.5,6.9,0,Veg,4.0,0.47,1,7.83,Medium
184,Weekday,Car,10.21,5.77,50,Mixed,3.1,0.23,2,7.49,Medium
184,Weekday,Car,13.2,4.41,75,Veg,6.9,0.51,1,5.89,Low
184,Weekday,Bus,8.85,8.57,0,Non-Veg,7.5,0.32,1,13.22,High
184,Weekend,Bike,4.98,5.12,0,Veg,6.5,0.72,1,6.66,Medium
184,Weekday,Bike,11.75,2.0,0,Veg,6.9,0.56,3,3.11,Low
185,Weekday,EV,18.46,5.04,25,Veg,9.0,0.76,0,6.75,Medium
185,Weekday,Bus,17.35,6.51,25,Mixed,5.5,0.78,3,8.63,Medium
185,Weekday,Walk,7.62,3.38,25,Mixed,7.6,1.31,2,6.35,Medium
185,Weekend,Bus,9.47,5.84,0,Non-Veg,2.4,1.13,1,12.01,High
185,Weekend,Car,9.35,4.86,50,Veg,3.7,0.5,0,6.55,Medium
185,Weekend,EV,10.23,7.34,0,Veg,5.7,0.59,1,8.73,Medium
185,Weekend,Car,10.11,5.64,25,Non-Veg,5.2,1.16,0,12.48,High
186,Weekday,Bike,12.45,2.0,25,Non-Veg,6.5,0.67,2,6.73,Medium
186,Weekend,Bus,9.53,6.49,25,Mixed,6.8,0.5,2,8.06,Medium
186,Weekend,Car,10.13,4.87,25,Non-Veg,4.3,0.42,0,11.13,High
186,Weekday,Bus,8.39,9.49,0,Mixed,6.3,0.71,4,11.21,High
186,Weekday,Bike,15.08,4.23,25,Non-Veg,6.0,0.3,2,7.67,Medium
186,Weekend,Car,5.36,4.2,0,Non-Veg,6.9,0.5,3,9.47,Medium
186,Weekday,Bike,16.57,2.89,75,Mixed,8.3,0.27,2,3.62,Low
187,Weekday,Bike,12.35,7.14,25,Mixed,5.9,0.44,0,8.41,Medium
187,Weekday,Walk,13.33,7.3,0,Non-Veg,7.4,0.86,1,12.11,High
187,Weekday,Bus,14.45,6.41,50,Veg,5.8,0.68,1,6.2,Medium
187,Weekend,Car,6.84,8.28,75,Veg,4.8,0.61,0,5.87,Low
187,Weekday,Bike,15.51,7.8,50,Non-Veg,8.1,1.16,0,10.09,Medium
187,Weekend,Bike,6.94,5.07,25,Non-Veg,8.5,0.52,1,8.84,Medium
187,Weekend,Bike,4.15,5.25,0,Veg,6.3,1.03,1,7.14,Medium
188,Weekend,Walk,7.8,9.02,0,Mixed,4.6,0.78,2,11.04,High
188,Weekend,Car,9.25,7.57,0,Mixed,6.0,0.7,1,12.09,High
188,Weekend,Car,9.87,6.89,75,Veg,7.9,0.75,1,5.98,Low
188,Weekday,Bike,11.56,7.36,25,Veg,5.1,0.48,0,7.1,Medium
188,Weekend,Walk,16.17,5.83,25,Mixed,3.0,0.91,0,8.18,Medium
188,Weekend,Walk,9.27,4.26,0,Mixed,8.4,0.58,0,7.69,Medium
188,Weekday,Bike,9.53,6.61,0,Non-Veg,4.0,0.9,2,11.2,High
189,Weekday,Walk,4.88,5.87,25,Non-Veg,2.5,0.67,1,9.52,Medium
189,Weekday,Walk,14.96,7.12,100,Mixed,5.3,0.84,1,4.1,Low
189,Weekday,Bus,11.05,4.47,0,Non-Veg,8.9,0.83,2,10.25,Medium
189,Weekday,Bus,8.6,7.09,0,Veg,8.6,0.6,2,8.42,Medium
189,Weekday,Bus,8.46,5.71,0,Veg,3.7,0.58,3,6.85,Medium
189,Weekday,EV,14.93,5.48,0,Veg,6.4,0.36,2,6.73,Medium
189,Weekday,EV,5.64,9.16,0,Non-Veg,7.4,0.49,0,13.83,High
190,Weekday,Bike,11.7,3.53,25,Mixed,5.2,0.7,3,5.31,Low
190,Weekday,Bus,11.83,4.29,50,Mixed,5.9,0.37,1,6.25,Medium
190,Weekday,Walk,13.7,3.39,50,Non-Veg,2.3,0.8,1,7.45,Medium
190,Weekday,Bike,14.74,3.66,50,Non-Veg,6.1,0.51,1,7.21,Medium
190,Weekend,Bike,0.5,3.73,0,Mixed,3.5,0.91,0,7.65,Medium
190,Weekday,EV,16.19,3.29,50,Veg,3.4,0.56,3,3.47,Low
190,Weekday,Car,14.34,3.13,50,Mixed,4.4,0.82,1,8.37,Medium
191,Weekend,EV,2.01,2.0,0,Veg,7.3,0.51,1,3.93,Low
191,Weekend,Bus,3.08,4.36,25,Mixed,7.4,0.46,2,6.18,Medium
191,Weekday,Walk,14.55,7.88,75,Veg,6.9,0.5,1,3.81,Low
191,Weekend,EV,0.55,4.93,0,Non-Veg,8.5,0.95,2,9.91,Medium
191,Weekend,Walk,4.73,3.25,0,Mixed,5.5,0.58,2,6.05,Medium
191,Weekday,Bus,13.88,4.66,75,Non-Veg,4.0,0.8,0,8.52,Medium
191,Weekend,Bus,7.07,6.78,75,Non-Veg,8.6,0.56,1,7.73,Medium
192,Weekday,Bike,9.31,7.86,50,Mixed,2.9,0.48,3,6.1,Medium
192,Weekday,Bike,12.07,5.28,0,Mixed,8.8,0.37,0,8.28,Medium
192,Weekend,EV,7.72,9.32,0,Mixed,8.4,1.18,1,12.48,High
192,Weekday,Bike,8.29,7.24,75,Non-Veg,4.6,0.78,2,7.13,Medium
192,Weekend,EV,3.1,6.88,75,Veg,2.6,0.78,1,4.08,Low
192,Weekday,Car,10.25,8.94,50,Veg,3.1,0.75,2,7.92,Medium
192,Weekend,Walk,2.95,9.08,25,Mixed,5.3,1.15,2,9.66,Medium
193,Weekend,Bike,1.47,5.26,75,Mixed,8.0,0.99,0,5.76,Low
193,Weekday,Walk,11.56,5.47,0,Mixed,2.2,0.81,1,8.56,Medium
193,Weekend,Bike,4.87,6.36,25,Mixed,8.1,0.42,0,7.92,Medium
193,Weekend,Car,9.84,3.58,0,Non-Veg,8.3,0.79,0,11.44,High
193,Weekend,Bike,12.06,6.28,0,Non-Veg,4.2,0.75,0,11.55,High
193,Weekday,Bus,7.46,2.92,0,Veg,8.1,0.63,2,4.96,Low
193,Weekday,Car,16.57,4.55,0,Mixed,5.7,0.1,1,10.43,Medium
194,Weekday,Walk,11.12,8.05,0,Mixed,4.7,0.73,1,10.58,Medium
194,Weekend,Bus,10.78,6.25,25,Non-Veg,8.6,0.49,2,10.0,Medium
194,Weekday,Bus,18.74,4.15,0,Non-Veg,3.5,0.72,0,11.27,High
194,Weekend,EV,10.58,7.03,50,Non-Veg,7.9,0.77,2,8.93,Medium
194,Weekday,EV,11.77,5.5,25,Non-Veg,3.0,0.23,1,9.23,Medium
194,Weekend,Car,9.49,5.33,50,Veg,4.5,0.96,1,6.93,Medium
194,Weekday,Car,12.59,5.66,25,Mixed,8.7,0.59,1,9.93,Medium
195,Weekend,EV,0.5,5.41,25,Non-Veg,3.0,1.13,0,10.19,Medium
195,Weekend,Bike,5.53,10.33,50,Non-Veg,8.6,0.75,1,10.24,Medium
195,Weekday,Walk,18.98,8.66,75,Veg,7.0,1.15,0,5.16,Low
195,Weekend,Car,2.5,4.93,0,Veg,2.2,0.53,0,7.21,Medium
195,Weekday,Bike,16.43,8.48,100,Non-Veg,4.4,1.0,0,6.7,Medium
195,Weekday,Car,12.59,9.2,0,Mixed,8.0,1.04,1,14.53,High
195,Weekend,Bus,6.47,3.69,25,Mixed,3.9,0.82,0,7.27,Medium
196,Weekend,EV,8.91,2.0,0,Veg,2.9,0.78,2,4.13,Low
196,Weekend,Bike,11.91,2.61,50,Non-Veg,4.7,0.64,1,6.94,Medium
196,Weekend,Bus,9.54,5.1,25,Non-Veg,4.2,0.56,4,8.47,Medium
196,Weekday,Bus,13.34,6.13,25,Non-Veg,7.1,0.65,1,10.71,Medium
196,Weekday,Bike,11.1,7.53,0,Non-Veg,2.2,0.89,1,12.35,High
196,Weekend,EV,12.51,5.61,25,Mixed,7.2,0.51,1,7.66,Medium
196,Weekday,Bike,7.14,6.68,25,Non-Veg,5.1,0.72,2,9.67,Medium
197,Weekday,Car,14.62,8.71,0,Veg,4.2,0.69,3,11.83,High
197,Weekend,EV,8.54,4.71,0,Non-Veg,8.0,1.03,1,10.54,Medium
197,Weekday,Car,5.63,7.74,25,Veg,7.8,0.7,0,8.78,Medium
197,Weekend,Walk,5.4,7.63,0,Mixed,4.3,0.86,2,9.99,Medium
197,Weekend,Car,3.14,5.47,0,Non-Veg,5.4,0.66,3,10.24,Medium
197,Weekday,EV,12.38,5.44,0,Veg,7.1,0.65,3,6.54,Medium
197,Weekday,Bus,7.08,7.07,50,Mixed,6.3,0.55,1,7.22,Medium
198,Weekday,Car,10.1,4.28,25,Non-Veg,8.6,0.79,0,11.2,High
198,Weekday,Bus,18.04,2.34,50,Veg,8.3,0.61,0,5.13,Low
198,Weekend,Bike,6.28,5.03,0,Veg,7.0,0.54,1,6.38,Medium
198,Weekend,EV,4.0,6.36,25,Veg,6.7,0.27,0,6.39,Medium
198,Weekday,Car,3.99,7.7,75,Mixed,4.9,0.5,1,6.11,Medium
198,Weekend,Bike,11.57,4.65,50,Veg,2.8,0.37,1,3.95,Low
198,Weekday,Bus,13.89,4.97,0,Veg,3.6,0.81,1,7.76,Medium
199,Weekday,EV,14.27,4.57,25,Mixed,4.5,0.87,4,6.32,Medium
199,Weekday,Bus,10.45,7.22,0,Mixed,3.9,0.62,1,10.6,Medium
199,Weekend,Car,12.71,4.91,75,Mixed,6.7,0.53,0,7.81,Medium
199,Weekend,EV,4.16,3.98,0,Veg,4.1,0.7,0,6.27,Medium
199,Weekday,Bus,16.84,6.45,50,Veg,3.8,0.52,2,5.82,Low
199,Weekend,Bike,0.5,8.76,0,Non-Veg,2.1,0.75,1,13.18,High
199,Weekday,EV,7.53,6.89,25,Non-Veg,3.4,0.47,0,10.6,Medium
200,Weekday,EV,12.51,3.72,0,Veg,5.6,0.55,4,4.61,Low
200,Weekend,EV,0.5,3.21,75,Veg,6.2,0.22,0,2.94,Low
200,Weekend,Bike,7.73,4.12,25,Veg,2.8,0.58,1,4.83,Low
200,Weekend,Walk,5.2,4.72,75,Non-Veg,7.1,0.56,1,6.74,Medium
200,Weekday,Bike,7.16,3.88,25,Non-Veg,3.2,0.72,2,7.95,Medium
200,Weekday,Bus,10.91,3.84,75,Mixed,4.7,0.77,0,6.08,Medium
200,Weekend,EV,7.69,5.34,50,Non-Veg,5.0,0.81,1,8.57,Medium
